time,temp,salt,BIV_filtfrac,BIV_net_c,Uorb,Taub
2011-07-13 24:00:00,    1.014670,    0.511880,    0.076156,    0.000000,-9999.000000,-9999.000000
2011-07-14 06:00:00,    0.938531,    0.514188,    0.075778,    0.000000,-9999.000000,-9999.000000
2011-07-14 12:00:00,    0.916113,    0.513398,    0.075719,    0.000000,-9999.000000,-9999.000000
2011-07-14 18:00:00,    0.969112,    0.513412,    0.075719,    0.000000,-9999.000000,-9999.000000
2011-07-14 24:00:00,    0.863961,    0.513432,    0.075719,    0.000000,-9999.000000,-9999.000000
2011-07-15 06:00:00,    0.909781,    0.532238,    0.072644,    0.000000,-9999.000000,-9999.000000
2011-07-15 12:00:00,    0.892393,    0.528445,    0.073264,    0.000000,-9999.000000,-9999.000000
2011-07-15 18:00:00,    0.881002,    0.520432,    0.074577,    0.000000,-9999.000000,-9999.000000
2011-07-15 24:00:00,    0.873892,    0.516799,    0.075173,    0.000000,-9999.000000,-9999.000000
2011-07-16 06:00:00,    0.907510,    0.528619,    0.073220,    0.000000,-9999.000000,-9999.000000
2011-07-16 12:00:00,    0.896045,    0.523717,    0.074030,    0.000000,-9999.000000,-9999.000000
2011-07-16 18:00:00,    0.750611,    0.517349,    0.075088,    0.000000,-9999.000000,-9999.000000
2011-07-16 24:00:00,    0.711783,    0.517352,    0.075088,    0.000000,-9999.000000,-9999.000000
2011-07-17 06:00:00,    0.803307,    0.542765,    0.070914,    0.000000,-9999.000000,-9999.000000
2011-07-17 12:00:00,    0.700098,    0.519088,    0.074804,    0.000000,-9999.000000,-9999.000000
2011-07-17 18:00:00,    0.813928,    0.518604,    0.074769,    0.000000,-9999.000000,-9999.000000
2011-07-17 24:00:00,    0.780721,    0.518120,    0.074734,    0.000000,-9999.000000,-9999.000000
2011-07-18 06:00:00,    0.805468,    0.528989,    0.072949,    0.000000,-9999.000000,-9999.000000
2011-07-18 12:00:00,    0.769281,    0.519730,    0.074470,    0.000000,-9999.000000,-9999.000000
2011-07-18 18:00:00,    0.903613,    0.519730,    0.074470,    0.000000,-9999.000000,-9999.000000
2011-07-18 24:00:00,    0.903613,    0.519730,    0.074470,    0.000000,-9999.000000,-9999.000000
2011-07-19 06:00:00,    0.924461,    0.531424,    0.072549,    0.000000,-9999.000000,-9999.000000
2011-07-19 12:00:00,    0.840560,    0.521300,    0.074212,    0.000000,-9999.000000,-9999.000000
2011-07-19 18:00:00,    0.947882,    0.521248,    0.074208,    0.000000,-9999.000000,-9999.000000
2011-07-19 24:00:00,    0.891929,    0.520979,    0.074189,    0.000000,-9999.000000,-9999.000000
2011-07-20 06:00:00,    0.783717,    0.522521,    0.073926,    0.000000,-9999.000000,-9999.000000
2011-07-20 12:00:00,    0.740702,    0.522378,    0.073915,    0.000000,-9999.000000,-9999.000000
2011-07-20 18:00:00,    0.789261,    0.522281,    0.073907,    0.000000,-9999.000000,-9999.000000
2011-07-20 24:00:00,    0.667253,    0.522192,    0.073900,    0.000000,-9999.000000,-9999.000000
2011-07-21 06:00:00,    0.570158,    0.523770,    0.073630,    0.000000,-9999.000000,-9999.000000
2011-07-21 12:00:00,    0.592649,    0.523612,    0.073619,    0.000000,-9999.000000,-9999.000000
2011-07-21 18:00:00,    0.722669,    0.523622,    0.073619,    0.000000,-9999.000000,-9999.000000
2011-07-21 24:00:00,    0.633241,    0.523634,    0.073619,    0.000000,-9999.000000,-9999.000000
2011-07-22 06:00:00,    0.551382,    0.525271,    0.073353,    0.000000,-9999.000000,-9999.000000
2011-07-22 12:00:00,    0.546303,    0.525285,    0.073353,    0.000000,-9999.000000,-9999.000000
2011-07-22 18:00:00,    0.721163,    0.525292,    0.073353,    0.000000,-9999.000000,-9999.000000
2011-07-22 24:00:00,    0.721163,    0.525292,    0.073353,    0.000000,-9999.000000,-9999.000000
2011-07-23 06:00:00,    0.775953,    0.537628,    0.071335,    0.000000,-9999.000000,-9999.000000
2011-07-23 12:00:00,    0.767338,    0.533545,    0.072003,    0.000000,-9999.000000,-9999.000000
2011-07-23 18:00:00,    0.806161,    0.531668,    0.072310,    0.000000,-9999.000000,-9999.000000
2011-07-23 24:00:00,    0.834646,    0.528997,    0.072748,    0.000000,-9999.000000,-9999.000000
2011-07-24 06:00:00,    0.895682,    0.541650,    0.070668,    0.000000,-9999.000000,-9999.000000
2011-07-24 12:00:00,    0.890203,    0.537405,    0.071365,    0.000000,-9999.000000,-9999.000000
2011-07-24 18:00:00,    0.909456,    0.533313,    0.072041,    0.000000,-9999.000000,-9999.000000
2011-07-24 24:00:00,    0.885592,    0.530280,    0.072544,    0.000000,-9999.000000,-9999.000000
2011-07-25 06:00:00,    0.918445,    0.540053,    0.070951,    0.000000,-9999.000000,-9999.000000
2011-07-25 12:00:00,    0.897674,    0.535898,    0.071630,    0.000000,-9999.000000,-9999.000000
2011-07-25 18:00:00,    0.920643,    0.530021,    0.072593,    0.000000,-9999.000000,-9999.000000
2011-07-25 24:00:00,    0.920643,    0.530021,    0.072593,    0.000000,-9999.000000,-9999.000000
2011-07-26 06:00:00,    0.914797,    0.541238,    0.070736,    0.000000,-9999.000000,-9999.000000
2011-07-26 12:00:00,    0.794730,    0.531187,    0.072352,    0.000000,-9999.000000,-9999.000000
2011-07-26 18:00:00,    1.003747,    0.531205,    0.072352,    0.000000,-9999.000000,-9999.000000
2011-07-26 24:00:00,    0.938108,    0.531217,    0.072352,    0.000000,-9999.000000,-9999.000000
2011-07-27 06:00:00,    0.967027,    0.542363,    0.070534,    0.000000,-9999.000000,-9999.000000
2011-07-27 12:00:00,    0.934795,    0.538013,    0.071245,    0.000000,-9999.000000,-9999.000000
2011-07-27 18:00:00,    0.950474,    0.532576,    0.072142,    0.000000,-9999.000000,-9999.000000
2011-07-27 24:00:00,    0.881707,    0.532584,    0.072142,    0.000000,-9999.000000,-9999.000000
2011-07-28 06:00:00,    0.847266,    0.533792,    0.071943,    0.000000,-9999.000000,-9999.000000
2011-07-28 12:00:00,    0.954696,    0.533792,    0.071943,    0.000000,-9999.000000,-9999.000000
2011-07-28 18:00:00,    1.186606,    0.533626,    0.071932,    0.000000,-9999.000000,-9999.000000
2011-07-28 24:00:00,    1.219189,    0.533571,    0.071928,    0.000000,-9999.000000,-9999.000000
2011-07-29 06:00:00,    1.230213,    0.534550,    0.071728,    0.000000,-9999.000000,-9999.000000
2011-07-29 12:00:00,    1.348572,    0.534550,    0.071728,    0.000000,-9999.000000,-9999.000000
2011-07-29 18:00:00,    1.575662,    0.534550,    0.071728,    0.000000,-9999.000000,-9999.000000
2011-07-29 24:00:00,    1.536192,    0.534554,    0.071728,    0.000000,-9999.000000,-9999.000000
2011-07-30 06:00:00,    1.483621,    0.535655,    0.071548,    0.000000,-9999.000000,-9999.000000
2011-07-30 12:00:00,    1.591788,    0.535667,    0.071548,    0.000000,-9999.000000,-9999.000000
2011-07-30 18:00:00,    1.819983,    0.535445,    0.071534,    0.000000,-9999.000000,-9999.000000
2011-07-30 24:00:00,    1.790902,    0.535445,    0.071534,    0.000000,-9999.000000,-9999.000000
2011-07-31 06:00:00,    1.750970,    0.536457,    0.071366,    0.000000,-9999.000000,-9999.000000
2011-07-31 12:00:00,    1.906752,    0.536290,    0.071355,    0.000000,-9999.000000,-9999.000000
2011-07-31 18:00:00,    2.245156,    0.536178,    0.071348,    0.000000,-9999.000000,-9999.000000
2011-07-31 24:00:00,    2.215724,    0.536178,    0.071348,    0.000000,-9999.000000,-9999.000000
2011-08-01 06:00:00,    2.168319,    0.537126,    0.071191,    0.000000,-9999.000000,-9999.000000
2011-08-01 12:00:00,    2.369279,    0.537126,    0.071191,    0.000000,-9999.000000,-9999.000000
2011-08-01 18:00:00,    2.766067,    0.536236,    0.071132,    0.000000,-9999.000000,-9999.000000
2011-08-01 24:00:00,    2.686072,    0.535305,    0.071069,    0.000000,-9999.000000,-9999.000000
2011-08-02 06:00:00,    2.547490,    0.536334,    0.070906,    0.000000,-9999.000000,-9999.000000
2011-08-02 12:00:00,    2.650477,    0.536376,    0.070906,    0.000000,-9999.000000,-9999.000000
2011-08-02 18:00:00,    2.970328,    0.536378,    0.070906,    0.000000,-9999.000000,-9999.000000
2011-08-02 24:00:00,    2.964889,    0.534880,    0.070807,    0.000000,-9999.000000,-9999.000000
2011-08-03 06:00:00,    2.856371,    0.535889,    0.070632,    0.000000,-9999.000000,-9999.000000
2011-08-03 12:00:00,    2.920961,    0.535904,    0.070632,    0.000000,-9999.000000,-9999.000000
2011-08-03 18:00:00,    3.173520,    0.535907,    0.070632,    0.000000,-9999.000000,-9999.000000
2011-08-03 24:00:00,    3.174235,    0.535907,    0.070632,    0.000000,-9999.000000,-9999.000000
2011-08-04 06:00:00,    3.196554,    0.536459,    0.070427,    0.000000,-9999.000000,-9999.000000
2011-08-04 12:00:00,    3.380189,    0.536070,    0.070402,    0.000000,-9999.000000,-9999.000000
2011-08-04 18:00:00,    3.661673,    0.536070,    0.070402,    0.000000,-9999.000000,-9999.000000
2011-08-04 24:00:00,    3.618817,    0.535959,    0.070395,    0.000000,-9999.000000,-9999.000000
2011-08-05 06:00:00,    3.576275,    0.536778,    0.070199,    0.000000,-9999.000000,-9999.000000
2011-08-05 12:00:00,    3.666335,    0.536612,    0.070188,    0.000000,-9999.000000,-9999.000000
2011-08-05 18:00:00,    3.955729,    0.536612,    0.070188,    0.000000,-9999.000000,-9999.000000
2011-08-05 24:00:00,    3.879162,    0.536446,    0.070177,    0.000000,-9999.000000,-9999.000000
2011-08-06 06:00:00,    3.902233,    0.545893,    0.068651,    0.000000,-9999.000000,-9999.000000
2011-08-06 12:00:00,    3.879598,    0.541966,    0.069285,    0.000000,-9999.000000,-9999.000000
2011-08-06 18:00:00,    4.026659,    0.537594,    0.069996,   -0.003753,-9999.000000,-9999.000000
2011-08-06 24:00:00,    3.924995,    0.537493,    0.069988,    0.000000,-9999.000000,-9999.000000
2011-08-07 06:00:00,    3.805612,    0.538776,    0.069785,    0.000000,-9999.000000,-9999.000000
2011-08-07 12:00:00,    3.771167,    0.538743,    0.069781,    0.000000,-9999.000000,-9999.000000
2011-08-07 18:00:00,    3.776961,    0.538446,    0.069760,    0.000000,-9999.000000,-9999.000000
2011-08-07 24:00:00,    3.659652,    0.537686,    0.069709,    0.000000,-9999.000000,-9999.000000
2011-08-08 06:00:00,    3.559813,    0.539231,    0.069381,    0.000000,-9999.000000,-9999.000000
2011-08-08 12:00:00,    3.576894,    0.537896,    0.069294,    0.000000,-9999.000000,-9999.000000
2011-08-08 18:00:00,    3.653359,    0.535960,    0.069169,    0.000000,-9999.000000,-9999.000000
2011-08-08 24:00:00,    3.575832,    0.535024,    0.069108,    0.000000,-9999.000000,-9999.000000
2011-08-09 06:00:00,    3.536164,    0.537439,    0.068652,    0.000000,-9999.000000,-9999.000000
2011-08-09 12:00:00,    3.638272,    0.537439,    0.068652,    0.000000,-9999.000000,-9999.000000
2011-08-09 18:00:00,    3.876261,    0.537439,    0.068652,    0.000000,-9999.000000,-9999.000000
2011-08-09 24:00:00,    3.786629,    0.537216,    0.068637,    0.000000,-9999.000000,-9999.000000
2011-08-10 06:00:00,    3.697669,    0.540591,    0.068121,    0.000000,-9999.000000,-9999.000000
2011-08-10 12:00:00,    3.884553,    0.540593,    0.068121,    0.000000,-9999.000000,-9999.000000
2011-08-10 18:00:00,    4.260069,    0.540613,    0.068142,   -0.041914,-9999.000000,-9999.000000
2011-08-10 24:00:00,    4.061527,    0.540645,    0.068142,   -0.009869,-9999.000000,-9999.000000
2011-08-11 06:00:00,    4.010625,    0.555963,    0.065816,   -0.000295,-9999.000000,-9999.000000
2011-08-11 12:00:00,    3.906417,    0.547127,    0.067158,    0.000000,-9999.000000,-9999.000000
2011-08-11 18:00:00,    4.525982,    0.544460,    0.067613,   -0.016617,-9999.000000,-9999.000000
2011-08-11 24:00:00,    4.349949,    0.544477,    0.067632,   -0.011013,-9999.000000,-9999.000000
2011-08-12 06:00:00,    4.356902,    0.554176,    0.066202,   -0.010868,-9999.000000,-9999.000000
2011-08-12 12:00:00,    4.368384,    0.550403,    0.066805,   -0.011316,-9999.000000,-9999.000000
2011-08-12 18:00:00,    4.592140,    0.548320,    0.067132,   -0.020134,-9999.000000,-9999.000000
2011-08-12 24:00:00,    4.464672,    0.548333,    0.067160,   -0.015697,-9999.000000,-9999.000000
2011-08-13 06:00:00,    4.440060,    0.558890,    0.065626,   -0.014322,-9999.000000,-9999.000000
2011-08-13 12:00:00,    4.306264,    0.551657,    0.066713,   -0.010125,-9999.000000,-9999.000000
2011-08-13 18:00:00,    4.449779,    0.551662,    0.066764,   -0.015636,-9999.000000,-9999.000000
2011-08-13 24:00:00,    4.448291,    0.551711,    0.066773,   -0.016226,-9999.000000,-9999.000000
2011-08-14 06:00:00,    4.314247,    0.554297,    0.066395,   -0.011213,-9999.000000,-9999.000000
2011-08-14 12:00:00,    4.379974,    0.554308,    0.066419,   -0.013836,-9999.000000,-9999.000000
2011-08-14 18:00:00,    4.551820,    0.554272,    0.066465,   -0.021510,-9999.000000,-9999.000000
2011-08-14 24:00:00,    4.429405,    0.554174,    0.066488,   -0.016631,-9999.000000,-9999.000000
2011-08-15 06:00:00,    4.310140,    0.556342,    0.066163,   -0.011845,-9999.000000,-9999.000000
2011-08-15 12:00:00,    4.321620,    0.556360,    0.066185,   -0.012485,-9999.000000,-9999.000000
2011-08-15 18:00:00,    4.449858,    0.556029,    0.066206,   -0.018599,-9999.000000,-9999.000000
2011-08-15 24:00:00,    4.347891,    0.554435,    0.066136,   -0.014265,-9999.000000,-9999.000000
2011-08-16 06:00:00,    4.273930,    0.552542,    0.065602,   -0.011025,-9999.000000,-9999.000000
2011-08-16 12:00:00,    4.328753,    0.551845,    0.065577,   -0.013409,-9999.000000,-9999.000000
2011-08-16 18:00:00,    4.467523,    0.551560,    0.065605,   -0.020144,-9999.000000,-9999.000000
2011-08-16 24:00:00,    4.425518,    0.551392,    0.065629,   -0.018165,-9999.000000,-9999.000000
2011-08-17 06:00:00,    4.407607,    0.554119,    0.065238,   -0.017087,-9999.000000,-9999.000000
2011-08-17 12:00:00,    4.503960,    0.552914,    0.065208,   -0.021312,-9999.000000,-9999.000000
2011-08-17 18:00:00,    4.681025,    0.551086,    0.065166,   -0.030395,-9999.000000,-9999.000000
2011-08-17 24:00:00,    4.667099,    0.547400,    0.065004,   -0.029402,-9999.000000,-9999.000000
2011-08-18 06:00:00,    4.641915,    0.550763,    0.064401,   -0.027677,-9999.000000,-9999.000000
2011-08-18 12:00:00,    4.778161,    0.549395,    0.064348,   -0.034199,-9999.000000,-9999.000000
2011-08-18 18:00:00,    5.116077,    0.548146,    0.064391,   -0.052815,-9999.000000,-9999.000000
2011-08-18 24:00:00,    5.038609,    0.548090,    0.064481,   -0.048944,-9999.000000,-9999.000000
2011-08-19 06:00:00,    5.031093,    0.560670,    0.062856,   -0.257533,-9999.000000,-9999.000000
2011-08-19 12:00:00,    4.990635,    0.554483,    0.063877,   -0.251643,-9999.000000,-9999.000000
2011-08-19 18:00:00,    5.696710,    0.553552,    0.064109,   -0.085820,-9999.000000,-9999.000000
2011-08-19 24:00:00,    5.608008,    0.553265,    0.064196,   -0.081983,-9999.000000,-9999.000000
2011-08-20 06:00:00,    5.630794,    0.568711,    0.062281,   -0.435660,-9999.000000,-9999.000000
2011-08-20 12:00:00,    5.538602,    0.560184,    0.063668,   -0.421586,-9999.000000,-9999.000000
2011-08-20 18:00:00,    5.813475,    0.559436,    0.064213,   -0.516251,-9999.000000,-9999.000000
2011-08-20 24:00:00,    6.143512,    0.558968,    0.064108,   -0.118372,-9999.000000,-9999.000000
2011-08-21 06:00:00,    6.110184,    0.576130,    0.062077,   -0.608899,-9999.000000,-9999.000000
2011-08-21 12:00:00,    5.987893,    0.564965,    0.063855,   -0.107526,-9999.000000,-9999.000000
2011-08-21 18:00:00,    6.773108,    0.565001,    0.064015,   -0.922122,-9999.000000,-9999.000000
2011-08-21 24:00:00,    6.582710,    0.565018,    0.064314,   -0.860059,-9999.000000,-9999.000000
2011-08-22 06:00:00,    6.481476,    0.578869,    0.062883,   -0.787713,-9999.000000,-9999.000000
2011-08-22 12:00:00,    6.626547,    0.570353,    0.064085,   -0.885315,-9999.000000,-9999.000000
2011-08-22 18:00:00,    7.203300,    0.570369,    0.064524,   -1.168753,-9999.000000,-9999.000000
2011-08-22 24:00:00,    7.040507,    0.570385,    0.064912,   -1.111753,-9999.000000,-9999.000000
2011-08-23 06:00:00,    6.855336,    0.574235,    0.064671,   -1.029857,-9999.000000,-9999.000000
2011-08-23 12:00:00,    6.978840,    0.574339,    0.065053,   -1.110489,-9999.000000,-9999.000000
2011-08-23 18:00:00,    7.447737,    0.574448,    0.065583,   -0.252478,-9999.000000,-9999.000000
2011-08-23 24:00:00,    7.257082,    0.574500,    0.066044,   -1.326538,-9999.000000,-9999.000000
2011-08-24 06:00:00,    7.116596,    0.577246,    0.066039,   -1.254669,-9999.000000,-9999.000000
2011-08-24 12:00:00,    7.271369,    0.577305,    0.066511,   -1.356570,-9999.000000,-9999.000000
2011-08-24 18:00:00,    7.613280,    0.577390,    0.067116,   -1.620959,-9999.000000,-9999.000000
2011-08-24 24:00:00,    7.443296,    0.577466,    0.067656,   -1.549960,-9999.000000,-9999.000000
2011-08-25 06:00:00,    7.290808,    0.579780,    0.067787,   -0.265389,-9999.000000,-9999.000000
2011-08-25 12:00:00,    7.404816,    0.579841,    0.068332,   -1.566785,-9999.000000,-9999.000000
2011-08-25 18:00:00,    7.640197,    0.577644,    0.068874,   -1.824396,-9999.000000,-9999.000000
2011-08-25 24:00:00,    7.269168,    0.576918,    0.069393,   -0.299707,-9999.000000,-9999.000000
2011-08-26 06:00:00,    6.892761,    0.578981,    0.069542,   -1.468557,-9999.000000,-9999.000000
2011-08-26 12:00:00,    7.028203,    0.579047,    0.070090,   -1.595043,-9999.000000,-9999.000000
2011-08-26 18:00:00,    7.478981,    0.579112,    0.070841,   -1.999840,-9999.000000,-9999.000000
2011-08-26 24:00:00,    7.215517,    0.579176,    0.071488,   -1.871185,-9999.000000,-9999.000000
2011-08-27 06:00:00,    6.956675,    0.580984,    0.071762,   -0.310181,-9999.000000,-9999.000000
2011-08-27 12:00:00,    7.070733,    0.581059,    0.072402,   -0.334942,-9999.000000,-9999.000000
2011-08-27 18:00:00,    7.444615,    0.581141,    0.073254,   -0.126355,-9999.000000,-9999.000000
2011-08-27 24:00:00,    7.238914,    0.581188,    0.074003,   -2.130764,-9999.000000,-9999.000000
2011-08-28 06:00:00,    7.036066,    0.582853,    0.074398,   -0.288332,-9999.000000,-9999.000000
2011-08-28 12:00:00,    7.198949,    0.582913,    0.075165,   -0.190255,-9999.000000,-9999.000000
2011-08-28 18:00:00,    7.579898,    0.582733,    0.076165,   -2.326557,-9999.000000,-9999.000000
2011-08-28 24:00:00,    7.353320,    0.581650,    0.076976,   -2.288340,-9999.000000,-9999.000000
2011-08-29 06:00:00,    7.035973,    0.581138,    0.077323,   -2.219606,-9999.000000,-9999.000000
2011-08-29 12:00:00,    6.988524,    0.580368,    0.078073,   -2.244408,-9999.000000,-9999.000000
2011-08-29 18:00:00,    7.277585,    0.580466,    0.079151,   -2.383102,-9999.000000,-9999.000000
2011-08-29 24:00:00,    6.954218,    0.580543,    0.080056,   -2.309978,-9999.000000,-9999.000000
2011-08-30 06:00:00,    6.630069,    0.582068,    0.080565,   -2.231926,-9999.000000,-9999.000000
2011-08-30 12:00:00,    6.777779,    0.582155,    0.081461,   -2.330123,-9999.000000,-9999.000000
2011-08-30 18:00:00,    7.230535,    0.582270,    0.082724,   -2.542876,-9999.000000,-9999.000000
2011-08-30 24:00:00,    6.891617,    0.582383,    0.083762,   -2.453151,-9999.000000,-9999.000000
2011-08-31 06:00:00,    6.606361,    0.583773,    0.084417,   -2.382783,-9999.000000,-9999.000000
2011-08-31 12:00:00,    6.705558,    0.583819,    0.085848,    0.190925,-9999.000000,-9999.000000
2011-08-31 18:00:00,    7.297236,    0.583919,    0.086992,   -2.771848,-9999.000000,-9999.000000
2011-08-31 24:00:00,    7.031703,    0.583983,    0.088270,   -2.705245,-9999.000000,-9999.000000
2011-09-01 06:00:00,    6.740120,    0.585317,    0.089134,   -2.628729,-9999.000000,-9999.000000
2011-09-01 12:00:00,    6.932240,    0.585401,    0.090434,    0.630596,-9999.000000,-9999.000000
2011-09-01 18:00:00,    7.425644,    0.585477,    0.092245,   -3.069466,-9999.000000,-9999.000000
2011-09-01 24:00:00,    7.201244,    0.585515,    0.093824,   -3.019758,-9999.000000,-9999.000000
2011-09-02 06:00:00,    7.000423,    0.586634,    0.095007,   -3.004506,-9999.000000,-9999.000000
2011-09-02 12:00:00,    6.953882,    0.586648,    0.098583,   -2.884783,-9999.000000,-9999.000000
2011-09-02 18:00:00,    7.679893,    0.586726,    0.098886,   -3.506078,-9999.000000,-9999.000000
2011-09-02 24:00:00,    7.491467,    0.586749,    0.100891,   -3.471606,-9999.000000,-9999.000000
2011-09-03 06:00:00,    7.293612,    0.587722,    0.102512,   -3.450550,-9999.000000,-9999.000000
2011-09-03 12:00:00,    7.431149,    0.587792,    0.104566,   -3.620146,-9999.000000,-9999.000000
2011-09-03 18:00:00,    7.734459,    0.587862,    0.107151,   -3.891707,-9999.000000,-9999.000000
2011-09-03 24:00:00,    7.576706,    0.587946,    0.109508,   -3.896072,-9999.000000,-9999.000000
2011-09-04 06:00:00,    7.424647,    0.588878,    0.111513,   -3.900078,-9999.000000,-9999.000000
2011-09-04 12:00:00,    7.575701,    0.588230,    0.113902,   -4.106633,-9999.000000,-9999.000000
2011-09-04 18:00:00,    7.876896,    0.588273,    0.116956,   -4.426859,-9999.000000,-9999.000000
2011-09-04 24:00:00,    7.642970,    0.588335,    0.119692,   -4.384096,-9999.000000,-9999.000000
2011-09-05 06:00:00,    7.392230,    0.589205,    0.121984,   -4.321444,-9999.000000,-9999.000000
2011-09-05 12:00:00,    7.471341,    0.589260,    0.124712,   -4.512318,-9999.000000,-9999.000000
2011-09-05 18:00:00,    7.655705,    0.587676,    0.127769,   -4.770462,-9999.000000,-9999.000000
2011-09-05 24:00:00,    7.511694,    0.587717,    0.130770,   -4.793349,-9999.000000,-9999.000000
2011-09-06 06:00:00,    7.339898,    0.587927,    0.133259,   -4.781011,-9999.000000,-9999.000000
2011-09-06 12:00:00,    7.361817,    0.586770,    0.136097,   -4.937929,-9999.000000,-9999.000000
